,DateTime,Price,Откр.,Макс.,Мин.,Объём,Изм. %
678,2020-01-12,5058.5,"5.072,0","5.121,0","5.022,0","1,51M","-0,09%"
679,2020-11-30,5063.0,"5.200,0","5.250,0","4.982,0","3,72M","-3,75%"
680,2020-11-27,5260.0,"5.230,0","5.269,5","5.164,5","1,65M","0,32%"
681,2020-11-26,5243.0,"5.396,0","5.400,0","5.236,0","1,83M","-2,77%"
682,2020-11-25,5392.5,"5.192,0","5.395,0","5.141,5","3,14M","4,11%"
683,2020-11-24,5179.5,"5.056,0","5.179,5","5.050,0","2,12M","3,04%"
684,2020-11-23,5026.5,"4.962,0","5.046,5","4.945,5","1,81M","1,58%"
685,2020-11-20,4948.5,"4.915,0","4.952,0","4.877,5","767,36K","0,66%"
686,2020-11-19,4916.0,"4.880,0","4.937,0","4.850,0","1,21M","0,53%"
687,2020-11-18,4890.0,"4.841,0","4.972,0","4.818,0","1,37M","0,53%"
688,2020-11-17,4864.0,"4.943,0","4.954,0","4.796,5","1,51M","-1,39%"
689,2020-11-16,4932.5,"4.901,0","4.949,5","4.861,0","1,40M","1,10%"
690,2020-11-13,4879.0,"4.830,0","4.900,0","4.795,0","947,19K","0,54%"
691,2020-12-11,4853.0,"4.900,0","4.939,5","4.821,5","1,87M","-1,86%"
692,2020-11-11,4945.0,"4.920,5","4.996,0","4.916,5","2,67M","1,24%"
693,2020-10-11,4884.5,"4.750,0","4.950,0","4.702,0","3,27M","2,72%"
694,2020-09-11,4755.0,"4.455,0","4.820,0","4.420,0","4,57M","8,17%"
695,2020-06-11,4396.0,"4.306,0","4.418,5","4.272,0","1,37M","1,72%"
696,2020-05-11,4321.5,"4.300,5","4.379,0","4.279,5","1,40M","1,63%"
697,2020-03-11,4252.0,"4.160,0","4.269,5","4.160,0","1,53M","2,16%"
698,2020-02-11,4162.0,"4.020,0","4.165,0","3.992,0","1,70M","2,77%"
699,2020-10-30,4050.0,"4.001,0","4.089,0","3.970,0","1,23M","-0,18%"
700,2020-10-29,4057.5,"4.035,5","4.080,0","3.996,0","1,38M","1,12%"
701,2020-10-28,4012.5,"4.095,0","4.109,5","3.961,0","2,01M","-2,69%"
702,2020-10-27,4123.5,"4.235,0","4.249,5","4.111,0","1,24M","-2,36%"
703,2020-10-26,4223.0,"4.289,5","4.301,5","4.205,0","884,88K","-2,36%"
704,2020-10-23,4325.0,"4.305,0","4.374,5","4.287,5","1,00M","0,41%"
705,2020-10-22,4307.5,"4.190,0","4.318,0","4.182,0","1,09M","2,28%"
706,2020-10-21,4211.5,"4.297,0","4.297,0","4.202,0","875,04K","-1,37%"
707,2020-10-20,4270.0,"4.185,0","4.289,0","4.164,0","951,57K","1,81%"
708,2020-10-19,4194.0,"4.280,0","4.296,0","4.171,0","824,38K","-1,39%"
709,2020-10-16,4253.0,"4.260,0","4.301,0","4.200,5","1,48M","-0,42%"
710,2020-10-15,4271.0,"4.352,0","4.362,5","4.231,0","1,45M","-2,14%"
711,2020-10-14,4364.5,"4.371,5","4.385,5","4.326,0","932,16K","-0,23%"
712,2020-10-13,4374.5,"4.440,0","4.473,0","4.364,0","798,78K","-1,59%"
713,2020-12-10,4445.0,"4.444,0","4.493,5","4.428,0","612,37K","-0,15%"
714,2020-09-10,4451.5,"4.510,0","4.510,5","4.411,0","853,41K","-1,03%"
715,2020-08-10,4498.0,"4.481,5","4.503,0","4.431,0","954,79K","0,54%"
716,2020-07-10,4474.0,"4.504,0","4.527,0","4.398,5","1,17M","-1,01%"
717,2020-06-10,4519.5,"4.492,0","4.563,5","4.486,5","1,16M","0,90%"
718,2020-05-10,4479.0,"4.405,5","4.487,0","4.363,5","1,23M","2,28%"
719,2020-02-10,4379.0,"4.376,5","4.382,5","4.313,0","1,22M","-0,67%"
720,2020-01-10,4408.5,"4.489,0","4.506,5","4.390,5","1,03M","-1,38%"
721,2020-09-30,4470.0,"4.487,0","4.520,5","4.457,0","1,02M","-0,85%"
722,2020-09-29,4508.5,"4.629,0","4.644,5","4.484,0","1,60M","-2,56%"
723,2020-09-28,4627.0,"4.574,5","4.634,5","4.552,0","1,05M","1,47%"
724,2020-09-25,4560.0,"4.578,5","4.600,5","4.478,0","1,16M","-0,07%"
725,2020-09-24,4563.0,"4.459,5","4.584,5","4.410,0","1,63M","2,40%"
726,2020-09-23,4456.0,"4.525,0","4.542,0","4.443,5","1,34M","-1,61%"
727,2020-09-22,4529.0,"4.504,0","4.560,0","4.458,0","1,45M","0,40%"
728,2020-09-21,4511.0,"4.664,0","4.665,0","4.462,0","2,31M","-3,55%"
729,2020-09-18,4677.0,"4.805,0","4.815,5","4.655,0","2,92M","-2,43%"
730,2020-09-17,4793.5,"4.813,5","4.821,0","4.750,5","1,54M","-1,44%"
731,2020-09-16,4863.5,"4.893,0","4.929,5","4.821,5","1,35M","-0,26%"
732,2020-09-15,4876.0,"4.755,0","4.884,0","4.735,0","1,50M","2,60%"
733,2020-09-14,4752.5,"4.749,5","4.804,5","4.733,0","946,47K","0,57%"
734,2020-11-09,4725.5,"4.667,5","4.749,0","4.645,5","822,49K","1,38%"
735,2020-10-09,4661.0,"4.716,0","4.736,0","4.631,5","1,07M","-1,02%"
736,2020-09-09,4709.0,"4.701,0","4.758,5","4.664,0","1,08M","-0,22%"
737,2020-08-09,4719.5,"4.801,0","4.822,0","4.684,5","1,30M","-1,57%"
738,2020-07-09,4795.0,"4.829,0","4.850,0","4.790,0","647,62K","-1,30%"
739,2020-04-09,4858.0,"4.802,0","4.888,0","4.802,0","964,48K","0,91%"
740,2020-03-09,4814.0,"4.840,0","4.898,0","4.795,5","1,51M","-0,78%"
741,2020-02-09,4852.0,"4.952,5","4.978,5","4.828,5","1,55M","-1,96%"
742,2020-01-09,4949.0,"5.010,0","5.016,0","4.917,0","1,29M","-0,84%"
743,2020-08-31,4991.0,"5.095,5","5.128,5","4.960,0","1,42M","-1,79%"
744,2020-08-28,5082.0,"5.170,0","5.178,5","5.056,5","777,89K","-1,78%"
745,2020-08-27,5174.0,"5.286,0","5.292,5","5.154,0","1,03M","-1,97%"
746,2020-08-26,5278.0,"5.230,0","5.288,0","5.197,0","796,12K","1,11%"
747,2020-08-25,5220.0,"5.199,5","5.228,0","5.145,0","973,00K","0,66%"
748,2020-08-24,5186.0,"5.110,0","5.198,0","5.103,5","880,23K","1,84%"
749,2020-08-21,5092.5,"5.150,5","5.158,0","5.027,0","1,04M","-0,88%"
750,2020-08-20,5137.5,"5.220,0","5.231,0","5.088,0","1,22M","-2,08%"
751,2020-08-19,5246.5,"5.266,0","5.313,0","5.233,0","629,90K","-0,42%"
752,2020-08-18,5268.5,"5.255,0","5.296,0","5.231,0","708,17K","-0,25%"
753,2020-08-17,5281.5,"5.303,0","5.321,5","5.235,0","678,50K","-0,06%"
754,2020-08-14,5284.5,"5.323,0","5.324,0","5.234,5","716,92K","-0,52%"
755,2020-08-13,5312.0,"5.300,0","5.387,0","5.252,5","1,02M","0,17%"
756,2020-12-08,5303.0,"5.188,5","5.303,5","5.188,0","1,09M","2,57%"
757,2020-11-08,5170.0,"5.115,0","5.210,0","5.113,0","1,30M","1,13%"
758,2020-10-08,5112.0,"5.100,0","5.153,0","5.090,0","649,40K","0,47%"
759,2020-07-08,5088.0,"5.112,5","5.125,5","5.066,0","555,61K","-0,82%"
760,2020-06-08,5130.0,"5.150,5","5.174,0","5.091,0","882,24K","-0,12%"
761,2020-05-08,5136.0,"5.051,0","5.155,0","5.042,0","1,20M","1,94%"
762,2020-04-08,5038.5,"5.052,5","5.060,0","5.002,0","781,02K","0,03%"
763,2020-03-08,5037.0,"5.071,0","5.087,0","5.028,0","827,35K","-0,99%"
764,2020-07-31,5087.5,"5.114,0","5.130,0","5.051,0","863,15K","-0,54%"
765,2020-07-30,5115.0,"5.170,0","5.178,0","5.055,0","1,14M","-1,34%"
766,2020-07-29,5184.5,"5.034,0","5.193,0","5.022,0","1,82M","3,22%"
767,2020-07-28,5023.0,"5.021,5","5.050,0","4.976,5","1,10M","0,19%"
768,2020-07-27,5013.5,"4.992,5","5.039,0","4.978,0","962,02K","0,53%"
769,2020-07-24,4987.0,"4.968,0","5.010,0","4.941,5","1,14M","0,26%"
770,2020-07-23,4974.0,"5.060,0","5.089,5","4.963,5","1,04M","-1,25%"
771,2020-07-22,5037.0,"4.964,5","5.063,0","4.953,0","1,30M","1,70%"
772,2020-07-21,4953.0,"4.955,0","5.005,0","4.932,5","1,54M","0,32%"
773,2020-07-20,4937.0,"4.948,0","4.970,0","4.910,0","852,69K","-0,19%"
774,2020-07-17,4946.5,"4.950,5","4.972,0","4.911,0","558,51K","0,04%"
775,2020-07-16,4944.5,"4.929,0","4.974,0","4.895,0","795,47K","-0,10%"
776,2020-07-15,4949.5,"4.901,5","4.997,0","4.865,0","2,06M","1,34%"
777,2020-07-14,4884.0,"4.933,5","4.933,5","4.784,0","2,05M","-0,86%"
778,2020-07-13,4926.5,"5.116,0","5.133,5","4.909,0","1,22M","-3,36%"
779,2020-10-07,5098.0,"5.048,5","5.103,0","5.026,5","1,02M","0,22%"
780,2020-09-07,5087.0,"5.157,5","5.175,0","5.061,0","1,71M","-6,78%"
781,2020-08-07,5457.0,"5.465,0","5.479,0","5.405,0","1,43M","-0,13%"
782,2020-07-07,5464.0,"5.475,0","5.492,5","5.429,5","1,01M","-0,36%"
783,2020-06-07,5483.5,"5.451,5","5.512,0","5.450,0","1,13M","1,24%"
784,2020-03-07,5416.5,"5.415,5","5.431,0","5.375,5","481,27K","0,01%"
785,2020-02-07,5416.0,"5.339,5","5.422,0","5.322,5","1,04M","1,94%"
786,2020-06-30,5313.0,"5.310,0","5.355,0","5.279,5","918,11K","-0,04%"
787,2020-06-29,5315.0,"5.303,0","5.327,0","5.266,5","976,76K","-0,12%"
788,2020-06-26,5321.5,"5.388,0","5.407,0","5.303,0","768,88K","-1,34%"
789,2020-06-25,5394.0,"5.325,0","5.402,0","5.310,5","1,56M","-1,06%"
790,2020-06-23,5452.0,"5.480,0","5.507,0","5.437,5","955,68K","-0,31%"
791,2020-06-22,5469.0,"5.436,5","5.504,5","5.392,0","953,89K","0,16%"
792,2020-06-19,5460.0,"5.411,5","5.490,0","5.389,0","1,88M","2,11%"
793,2020-06-18,5347.0,"5.330,0","5.376,0","5.290,0","1,23M","0,07%"
794,2020-06-17,5343.0,"5.418,0","5.441,5","5.301,0","1,36M","-0,91%"
795,2020-06-16,5392.0,"5.327,0","5.474,5","5.310,0","1,60M","2,43%"
796,2020-06-15,5264.0,"5.220,0","5.278,0","5.120,0","1,76M","-1,61%"
797,2020-11-06,5350.0,"5.305,0","5.355,5","5.269,0","1,44M","0,15%"
798,2020-10-06,5342.0,"5.410,0","5.432,0","5.314,0","1,52M","-1,53%"
799,2020-09-06,5425.0,"5.400,0","5.428,5","5.305,5","1,39M","0,99%"
800,2020-08-06,5372.0,"5.490,0","5.527,5","5.351,0","1,56M","-1,61%"
801,2020-05-06,5460.0,"5.475,0","5.511,5","5.434,0","1,22M","0,55%"
802,2020-04-06,5430.0,"5.530,5","5.553,0","5.430,0","1,48M","-2,15%"
803,2020-03-06,5549.5,"5.450,0","5.566,5","5.424,0","2,08M","2,77%"
804,2020-02-06,5400.0,"5.357,0","5.433,0","5.340,0","1,36M","1,54%"
805,2020-01-06,5318.0,"5.349,5","5.412,5","5.269,0","1,32M","1,44%"
806,2020-05-29,5242.5,"5.380,0","5.380,0","5.224,0","2,45M","-2,77%"
807,2020-05-28,5392.0,"5.355,0","5.484,5","5.309,0","1,39M","0,74%"
808,2020-05-27,5352.5,"5.424,0","5.515,5","5.285,0","1,74M","-1,70%"
809,2020-05-26,5445.0,"5.500,0","5.539,5","5.435,0","1,61M","0,60%"
810,2020-05-25,5412.5,"5.349,5","5.420,0","5.344,0","619,00K","1,80%"
811,2020-05-22,5317.0,"5.190,5","5.348,0","5.166,0","1,59M","0,59%"
812,2020-05-21,5286.0,"5.459,0","5.548,0","5.227,0","2,66M","-3,01%"
813,2020-05-20,5450.0,"5.275,0","5.471,0","5.238,0","2,24M","3,38%"
814,2020-05-19,5272.0,"5.193,0","5.285,0","5.178,5","2,11M","1,96%"
815,2020-05-18,5170.5,"4.978,5","5.191,5","4.935,0","2,52M","6,07%"
816,2020-05-15,4874.5,"4.933,0","4.968,0","4.874,5","1,66M","0,09%"
817,2020-05-14,4870.0,"4.800,0","4.870,0","4.773,0","1,47M","1,06%"
818,2020-05-13,4819.0,"4.877,5","4.896,0","4.815,5","1,15M","-1,60%"
819,2020-12-05,4897.5,"4.841,0","4.928,0","4.824,0","1,31M","1,36%"
820,2020-08-05,4832.0,"4.862,5","4.879,0","4.733,0","1,62M","-0,14%"
821,2020-07-05,4839.0,"4.865,0","4.950,0","4.825,0","1,71M","-0,38%"
822,2020-06-05,4857.5,"5.000,0","5.014,5","4.825,0","1,87M","-2,36%"
823,2020-05-05,4975.0,"4.950,0","4.985,0","4.880,0","1,43M","2,61%"
824,2020-04-05,4848.5,"4.787,0","4.909,5","4.751,5","1,26M","0,46%"
825,2020-04-30,4826.5,"4.940,0","5.040,0","4.816,5","3,03M","-1,44%"
826,2020-04-29,4897.0,"4.779,0","4.940,0","4.750,0","2,89M","3,34%"
827,2020-04-28,4738.5,"4.624,0","4.808,0","4.621,0","2,74M","1,90%"
828,2020-04-27,4650.0,"4.745,0","4.790,0","4.620,0","1,69M","-2,01%"
829,2020-04-24,4745.5,"4.874,5","4.876,0","4.720,0","1,85M","-3,20%"
830,2020-04-23,4902.5,"4.894,5","4.979,5","4.730,0","2,56M","1,91%"
831,2020-04-22,4810.5,"4.416,5","4.810,5","4.385,5","3,44M","7,50%"
832,2020-04-21,4475.0,"4.402,0","4.533,5","4.281,0","3,80M","-1,05%"
833,2020-04-20,4522.5,"4.559,5","4.637,0","4.455,0","1,90M","-2,11%"
834,2020-04-17,4620.0,"4.696,0","4.697,0","4.545,0","1,69M","1,28%"
835,2020-04-16,4561.5,"4.501,5","4.631,0","4.365,0","3,42M","1,73%"
836,2020-04-15,4484.0,"4.800,0","4.800,0","4.453,0","2,65M","-7,43%"
837,2020-04-14,4844.0,"5.088,0","5.119,5","4.825,0","2,05M","-3,89%"
838,2020-04-13,5040.0,"5.118,5","5.125,0","4.933,0","941,58K","-1,75%"
839,2020-10-04,5130.0,"5.120,0","5.139,5","5.064,0","716,52K","-1,37%"
840,2020-09-04,5201.0,"5.198,0","5.275,0","5.052,0","2,30M","1,19%"
841,2020-08-04,5140.0,"5.063,0","5.175,0","5.036,5","1,93M","0,43%"
842,2020-07-04,5118.0,"5.260,0","5.260,0","5.052,5","1,84M","-0,87%"
843,2020-06-04,5163.0,"5.212,0","5.270,0","5.064,0","2,30M","-0,80%"
844,2020-03-04,5204.5,"5.050,0","5.364,0","4.927,0","3,13M","3,06%"
845,2020-02-04,5050.0,"4.865,0","5.229,5","4.787,5","3,86M","8,03%"
846,2020-01-04,4674.5,"4.596,0","4.734,5","4.564,0","1,92M","-0,86%"
847,2020-03-31,4715.0,"4.550,0","4.715,0","4.501,0","2,43M","5,74%"
848,2020-03-30,4459.0,"4.355,0","4.459,0","4.313,0","1,73M","0,65%"
849,2020-03-27,4430.0,"4.699,0","4.745,0","4.401,5","2,10M","-5,74%"
850,2020-03-26,4700.0,"4.555,0","4.700,0","4.484,5","2,00M","2,40%"
851,2020-03-25,4590.0,"4.596,0","4.725,0","4.400,0","2,90M","2,14%"
852,2020-03-24,4494.0,"4.500,0","4.550,0","4.362,5","2,41M","7,63%"
853,2020-03-23,4175.5,"4.250,0","4.409,0","4.122,0","3,41M","-6,64%"
854,2020-03-20,4472.5,"4.501,0","4.745,0","4.408,0","5,03M","3,22%"
855,2020-03-19,4333.0,"3.830,0","4.484,5","3.663,0","4,78M","15,42%"
856,2020-03-18,3754.0,"4.050,5","4.145,0","3.744,0","3,65M","-9,94%"
857,2020-03-17,4168.5,"4.215,0","4.326,5","4.030,0","2,25M","-1,94%"
858,2020-03-16,4251.0,"4.414,0","4.414,0","4.102,0","2,58M","-3,69%"
859,2020-03-13,4414.0,"4.500,0","4.760,0","4.414,0","3,67M","-2,16%"
860,2020-12-03,4511.5,"4.625,0","4.745,5","4.487,5","3,69M","-8,08%"
861,2020-11-03,4908.0,"4.651,0","4.988,0","4.520,0","4,82M","7,89%"
862,2020-10-03,4549.0,"5.033,0","5.083,0","4.450,0","7,53M","-18,65%"
863,2020-06-03,5592.0,"5.744,5","5.775,0","5.534,5","2,27M","-4,61%"
864,2020-05-03,5862.5,"5.980,0","5.996,0","5.830,0","1,53M","-0,78%"
865,2020-04-03,5908.5,"5.740,5","5.928,5","5.701,5","1,60M","2,19%"
866,2020-03-03,5782.0,"5.700,0","5.900,0","5.661,0","1,96M","4,18%"
867,2020-02-03,5550.0,"5.815,0","5.897,5","5.540,0","2,91M","-2,62%"
868,2020-02-28,5699.5,"5.840,0","5.870,0","5.607,0","3,14M","-5,01%"
869,2020-02-27,6000.0,"6.140,0","6.186,0","6.000,0","1,51M","-4,10%"
870,2020-02-26,6256.5,"6.150,0","6.268,0","6.105,5","1,65M","1,48%"
871,2020-02-25,6165.0,"6.300,0","6.348,5","6.150,5","1,44M","-4,42%"
872,2020-02-21,6450.0,"6.519,0","6.527,5","6.450,0","613,52K","-1,43%"
873,2020-02-20,6543.5,"6.522,0","6.560,0","6.492,5","741,58K","0,53%"
874,2020-02-19,6509.0,"6.407,0","6.516,0","6.405,0","636,80K","2,05%"
875,2020-02-18,6378.5,"6.441,0","6.442,0","6.350,5","714,08K","-1,31%"
876,2020-02-17,6463.0,"6.439,0","6.483,5","6.431,0","350,71K","0,19%"
877,2020-02-14,6451.0,"6.486,0","6.498,0","6.410,0","484,61K","-0,30%"
878,2020-02-13,6470.5,"6.455,0","6.500,0","6.388,0","713,24K","0,07%"
879,2020-12-02,6466.0,"6.397,0","6.466,0","6.384,5","950,70K","1,07%"
880,2020-11-02,6397.5,"6.423,0","6.441,5","6.324,5","1,29M","-0,20%"
881,2020-10-02,6410.0,"6.450,5","6.451,5","6.350,0","958,34K","-0,63%"
882,2020-07-02,6450.5,"6.506,5","6.529,0","6.405,0","946,06K","-0,86%"
883,2020-06-02,6506.5,"6.587,5","6.605,0","6.501,0","686,42K","-0,67%"
884,2020-05-02,6550.5,"6.517,5","6.595,0","6.452,0","1,11M","0,78%"
885,2020-04-02,6500.0,"6.602,5","6.633,0","6.490,0","1,67M","-1,43%"
886,2020-03-02,6594.5,"6.517,0","6.600,0","6.517,0","2,68M","0,67%"
887,2020-01-31,6550.5,"6.635,0","6.670,0","6.540,5","1,77M","1,66%"
888,2020-01-30,6443.5,"6.499,0","6.535,0","6.415,0","1,61M","-2,86%"
889,2020-01-29,6633.0,"6.695,5","6.726,0","6.601,5","948,60K","-0,26%"
890,2020-01-28,6650.0,"6.565,0","6.657,0","6.503,5","770,63K","1,60%"
891,2020-01-27,6545.0,"6.540,0","6.569,5","6.413,0","1,08M","-1,13%"
892,2020-01-24,6620.0,"6.604,0","6.650,0","6.592,5","507,80K","0,46%"
893,2020-01-23,6590.0,"6.611,0","6.633,5","6.536,5","1,22M","-0,98%"
894,2020-01-22,6655.5,"6.719,0","6.810,0","6.655,5","868,11K","-0,79%"
895,2020-01-21,6708.5,"6.689,0","6.716,0","6.611,0","548,73K","-0,13%"
896,2020-01-20,6717.0,"6.700,0","6.770,0","6.684,5","446,77K","0,48%"
897,2020-01-17,6685.0,"6.590,0","6.714,5","6.581,0","1,21M","1,44%"
898,2020-01-16,6590.0,"6.558,0","6.596,0","6.542,0","1,02M","0,57%"
899,2020-01-15,6552.5,"6.519,0","6.574,0","6.480,0","1,05M","0,49%"
900,2020-01-14,6520.5,"6.541,5","6.566,5","6.459,5","719,82K","-0,15%"
901,2020-01-13,6530.0,"6.492,0","6.541,5","6.465,0","578,06K","0,62%"
902,2020-10-01,6490.0,"6.430,5","6.505,0","6.395,0","499,12K","0,93%"
903,2020-09-01,6430.0,"6.450,0","6.523,5","6.393,5","885,96K","-1,02%"
904,2020-08-01,6496.5,"6.400,0","6.513,0","6.350,5","976,35K","1,79%"
905,2020-06-01,6382.0,"6.300,0","6.382,0","6.284,5","754,52K","1,40%"
906,2020-03-01,6294.0,"6.203,5","6.294,0","6.185,0","795,87K","2,03%"
